Source,Target,Weight,Type
CBronte_Professor,ABronte_Agnes,152,undirected
CBronte_Professor,CBronte_Jane,3981,undirected
CBronte_Professor,CBronte_Villette,5165,undirected
CBronte_Professor,Dickens_David,342,undirected
CBronte_Professor,EBronte_Wuthering,1157,undirected
CBronte_Professor,EHemingway_OldMan,20,undirected
CBronte_Professor,Sterne_Sentimental,1163,undirected
CBronte_Professor,Sterne_Tristram,253,undirected
CBronte_Professor,Thackeray_Barry,72,undirected
CBronte_Villette,ABronte_Agnes,385,undirected
CBronte_Villette,CBronte_Jane,4369,undirected
CBronte_Villette,CBronte_Professor,5165,undirected
CBronte_Villette,Dickens_David,514,undirected
CBronte_Villette,EBronte_Wuthering,446,undirected
CBronte_Villette,EHemingway_OldMan,813,undirected
CBronte_Villette,Sterne_Sentimental,223,undirected
CBronte_Villette,Thackeray_Barry,14,undirected
CBronte_Villette,Thackeray_Pendennis,2,undirected
CBronte_Villette,Thackeray_Vanity,20,undirected
Dickens_Bleak,CBronte_Jane,120,undirected
Dickens_Bleak,Dickens_David,5339,undirected
Dickens_Bleak,Dickens_Hard,4572,undirected
Dickens_Bleak,EBronte_Wuthering,80,undirected
Dickens_Bleak,Eliot_Middlemarch,61,undirected
Dickens_Bleak,Eliot_Mill,448,undirected
Dickens_Bleak,Richardson_Pamela,9,undirected
Dickens_Bleak,Sterne_Sentimental,614,undirected
Dickens_Bleak,Sterne_Tristram,352,undirected
Dickens_Bleak,Thackeray_Barry,168,undirected
Dickens_Bleak,Thackeray_Pendennis,1139,undirected
Dickens_Bleak,Thackeray_Vanity,541,undirected
Dickens_David,ABronte_Agnes,12,undirected
Dickens_David,CBronte_Professor,342,undirected
Dickens_David,CBronte_Villette,514,undirected
Dickens_David,Dickens_Bleak,5339,undirected
Dickens_David,Dickens_Hard,3604,undirected
Dickens_David,EBronte_Wuthering,539,undirected
Dickens_David,Eliot_Adam,727,undirected
Dickens_David,Eliot_Mill,1641,undirected
Dickens_David,Sterne_Sentimental,272,undirected
Dickens_David,Thackeray_Vanity,302,undirected
Dickens_Hard,Dickens_Bleak,4572,undirected
Dickens_Hard,Dickens_David,3604,undirected
Dickens_Hard,EHemingway_OldMan,388,undirected
Dickens_Hard,Eliot_Adam,174,undirected
Dickens_Hard,Eliot_Middlemarch,5,undirected
Dickens_Hard,Eliot_Mill,1062,undirected
Dickens_Hard,Thackeray_Vanity,33,undirected
EBronte_Wuthering,ABronte_Agnes,222,undirected
EBronte_Wuthering,ABronte_Tenant,3113,undirected
EBronte_Wuthering,CBronte_Jane,3604,undirected
EBronte_Wuthering,CBronte_Professor,1157,undirected
EBronte_Wuthering,CBronte_Villette,446,undirected
EBronte_Wuthering,Dickens_Bleak,80,undirected
EBronte_Wuthering,Dickens_David,539,undirected
EBronte_Wuthering,EHemingway_OldMan,1854,undirected
EHemingway_OldMan,CBronte_Jane,2269,undirected
EHemingway_OldMan,CBronte_Professor,20,undirected
EHemingway_OldMan,CBronte_Villette,813,undirected
EHemingway_OldMan,Dickens_Hard,388,undirected
EHemingway_OldMan,EBronte_Wuthering,1854,undirected
EHemingway_OldMan,Eliot_Adam,41,undirected
EHemingway_OldMan,Eliot_Mill,21,undirected
Eliot_Adam,Dickens_David,727,undirected
Eliot_Adam,Dickens_Hard,174,undirected
Eliot_Adam,EHemingway_OldMan,41,undirected
Eliot_Adam,Eliot_Middlemarch,3280,undirected
Eliot_Adam,Eliot_Mill,5405,undirected
Eliot_Middlemarch,ABronte_Agnes,180,undirected
Eliot_Middlemarch,Austen_Emma,402,undirected
Eliot_Middlemarch,Dickens_Bleak,61,undirected
Eliot_Middlemarch,Dickens_Hard,5,undirected
Eliot_Middlemarch,Eliot_Adam,3280,undirected
Eliot_Middlemarch,Eliot_Mill,4506,undirected
Eliot_Middlemarch,Fielding_Joseph,163,undirected
Eliot_Middlemarch,Fielding_Tom,32,undirected
Eliot_Middlemarch,Thackeray_Pendennis,4,undirected
Eliot_Middlemarch,Trollope_Barchester,2133,undirected
Eliot_Middlemarch,Trollope_Phineas,901,undirected
Eliot_Middlemarch,Trollope_Prime,901,undirected
Eliot_Mill,ABronte_Agnes,32,undirected
Eliot_Mill,Dickens_Bleak,448,undirected
Eliot_Mill,Dickens_David,1641,undirected
Eliot_Mill,Dickens_Hard,1062,undirected
Eliot_Mill,EHemingway_OldMan,21,undirected
Eliot_Mill,Eliot_Adam,5405,undirected
Eliot_Mill,Eliot_Middlemarch,4506,undirected
Eliot_Mill,Sterne_Sentimental,5,undirected
Eliot_Mill,Thackeray_Vanity,5,undirected
Fielding_Joseph,Eliot_Middlemarch,163,undirected
Fielding_Joseph,Fielding_Tom,5406,undirected
Fielding_Joseph,Richardson_Clarissa,193,undirected
Fielding_Joseph,Sterne_Tristram,1247,undirected
Fielding_Joseph,Thackeray_Barry,2389,undirected
Fielding_Joseph,Thackeray_Pendennis,8,undirected
Fielding_Joseph,Trollope_Barchester,790,undirected
Fielding_Tom,Austen_Pride,743,undirected
Fielding_Tom,Austen_Sense,339,undirected
Fielding_Tom,Eliot_Middlemarch,32,undirected
Fielding_Tom,Fielding_Joseph,5406,undirected
Fielding_Tom,Richardson_Clarissa,2186,undirected
Fielding_Tom,Richardson_Pamela,213,undirected
Fielding_Tom,Thackeray_Barry,14,undirected
Fielding_Tom,Trollope_Barchester,855,undirected
Richardson_Clarissa,ABronte_Agnes,17,undirected
Richardson_Clarissa,ABronte_Tenant,907,undirected
Richardson_Clarissa,Austen_Pride,81,undirected
Richardson_Clarissa,Fielding_Joseph,193,undirected
Richardson_Clarissa,Fielding_Tom,2186,undirected
Richardson_Clarissa,Richardson_Pamela,5406,undirected
Richardson_Clarissa,Trollope_Barchester,69,undirected
Richardson_Pamela,ABronte_Agnes,679,undirected
Richardson_Pamela,ABronte_Tenant,1802,undirected
Richardson_Pamela,Dickens_Bleak,9,undirected
Richardson_Pamela,Fielding_Tom,213,undirected
Richardson_Pamela,Richardson_Clarissa,5406,undirected
Sterne_Sentimental,CBronte_Professor,1163,undirected
Sterne_Sentimental,CBronte_Villette,223,undirected
Sterne_Sentimental,Dickens_Bleak,614,undirected
Sterne_Sentimental,Dickens_David,272,undirected
Sterne_Sentimental,Eliot_Mill,5,undirected
Sterne_Sentimental,Sterne_Tristram,5406,undirected
Sterne_Sentimental,Thackeray_Barry,421,undirected
Sterne_Sentimental,Thackeray_Pendennis,5,undirected
Sterne_Tristram,CBronte_Professor,253,undirected
Sterne_Tristram,Dickens_Bleak,352,undirected
Sterne_Tristram,Fielding_Joseph,1247,undirected
Sterne_Tristram,Sterne_Sentimental,5406,undirected
Sterne_Tristram,Thackeray_Barry,851,undirected
Thackeray_Barry,CBronte_Professor,72,undirected
Thackeray_Barry,CBronte_Villette,14,undirected
Thackeray_Barry,Dickens_Bleak,168,undirected
Thackeray_Barry,Fielding_Joseph,2389,undirected
Thackeray_Barry,Fielding_Tom,14,undirected
Thackeray_Barry,Sterne_Sentimental,421,undirected
Thackeray_Barry,Sterne_Tristram,851,undirected
Thackeray_Barry,Thackeray_Pendennis,3650,undirected
Thackeray_Barry,Thackeray_Vanity,4459,undirected
Thackeray_Pendennis,CBronte_Villette,2,undirected
Thackeray_Pendennis,Dickens_Bleak,1139,undirected
Thackeray_Pendennis,Eliot_Middlemarch,4,undirected
Thackeray_Pendennis,Fielding_Joseph,8,undirected
Thackeray_Pendennis,Sterne_Sentimental,5,undirected
Thackeray_Pendennis,Thackeray_Barry,3650,undirected
Thackeray_Pendennis,Thackeray_Vanity,5406,undirected
Thackeray_Vanity,CBronte_Villette,20,undirected
Thackeray_Vanity,Dickens_Bleak,541,undirected
Thackeray_Vanity,Dickens_David,302,undirected
Thackeray_Vanity,Dickens_Hard,33,undirected
Thackeray_Vanity,Eliot_Mill,5,undirected
Thackeray_Vanity,Thackeray_Barry,4459,undirected
Thackeray_Vanity,Thackeray_Pendennis,5406,undirected
Trollope_Barchester,ABronte_Agnes,58,undirected
Trollope_Barchester,Austen_Emma,145,undirected
Trollope_Barchester,Austen_Pride,705,undirected
Trollope_Barchester,Austen_Sense,408,undirected
Trollope_Barchester,Eliot_Middlemarch,2133,undirected
Trollope_Barchester,Fielding_Joseph,790,undirected
Trollope_Barchester,Fielding_Tom,855,undirected
Trollope_Barchester,Richardson_Clarissa,69,undirected
Trollope_Barchester,Trollope_Phineas,4503,undirected
Trollope_Barchester,Trollope_Prime,3551,undirected
Trollope_Phineas,Eliot_Middlemarch,901,undirected
Trollope_Phineas,Trollope_Barchester,4503,undirected
Trollope_Phineas,Trollope_Prime,5406,undirected
Trollope_Prime,Eliot_Middlemarch,901,undirected
Trollope_Prime,Trollope_Barchester,3551,undirected
Trollope_Prime,Trollope_Phineas,5406,undirected
